6622|Cane of the Tranquil|83600|1848000
22053|Full Breastplate Mold|83600|92400
6327|Ivory Inlaid Great Staff|80750|446250
8035|Sabertooth Forged Boots|80750|178500
8037|Sabertooth Forged Helm|80750|178500
8102|Mithril Knuckles|80750|89250
10033|Fire Emerald|80750|89250
10046|Opal Bracelet|80750|89250
25638|Chipped Fire Emerald|80750|89250
25552|Shimmering Terror Hide Boots|80605|178180
4583|Ceremonial Iksar Chestplate|79800|1058400
4780|Golden Bracer|76950|2976750
10874|Truesilver Mail Boots|76950|850500
1072|Blood Flecked Obsidian Shard|76000|840000
14748|Stein of Tears|76000|1260000
24747|Behemoth's Hide|76000|84000
14751|Fingerbone Hoop|75007|580319
14756|Sabertooth Amulet|75007|580319
10870|Truesilver Mail Sleeves|74100|982800
22052|Full Plate Greaves Mold|74100|81900
4578|Helm of Rile|73625|8137500
4309|Mithril Breastplate|71250|1575000
4516|Cobalt Breastplate|71250|7875000
5503|Runed Falchion|71250|393750
8038|Sabertooth Forged Gauntlets|71250|157500
8039|Sabertooth Forged Bracer|71250|157500
10855|Fang Amulet of Calling|71250|7875000
10872|Truesilver Mail Gloves|71250|945000
17703|Darkwood Trunk|71250|78750
22835|Sentient Breastplate|71250|1181250
28501|Crustacean Shell Breastplate|71250|1968750
21178|TeirDal Adamantite Boots|69350|114975
8084|Darkwood Bow Staff|68400|226800
1195|Woven Cord of Mistletoe|66500|3675000
3004|Chainmail Coat|66500|73500
3016|Small Chainmail Coat|66500|73500
3028|Large Chainmail Coat|66500|73500
4363|Lupine Scale War Tunic|66500|73500
5320|Ivory Handled Short Sword|66500|73500
17207|Very Large Coin Purse|66500|73500
22049|Full Plate Pauldron Mold|66500|73500
30166|RyGorr Oracle Shield|66500|735000
11544|Giant Foreman's Tunic|64614|1071236
11547|Giant Lord's Tunic|64614|1071236
7690|Spell: Brell's Mountainous Barrier|64544|142678
21168|TeirDal Adamantite Visor|62700|103950
21175|TeirDal Adamantite Bracers|62700|103950
11969|Slithinis's Shield|62280|619523
11967|Medicine Totem|62178|687235
19276|Spell: Talisman of Kragg|62160|137407
11956|Ebon Razor|62055|823057
11973|Lasnik's Staff|61952|342368
11970|Harpoon of the Depths|61950|684715
2737|Mucilaginous Girdle|61750|1023750
4301|Skull-shaped Barbute|61750|682500
5629|Nathsar Greatsword|61750|887250
8054|Dew Woven Gauntlets|61750|136500
8078|Whilom Treant Fossil|61750|136500
9962|Tiny Jade Inlaid Coffin|61750|68250
10032|Star Ruby|61750|68250
10045|Emerald Ring|61750|68250
25637|Chipped Star Ruby|61750|68250
29505|Flute of the Sacred Glade|61750|1706250
30505|Frostreaver's Embroidered Cloak|61750|682500
21169|TeirDal Adamantite Collar|58900|97650
30416|Spell: Arch Lich|58368|129026
30404|Spell: Monster Summoning III|58183|128616
30460|Spell: Death Peace|57891|127969
30432|Spell: Focus of Spirit|57741|127638
30442|Spell: Protection of the Glades|57491|127085
30464|Spell: Call of the Predator|57423|126936
19508|Spell: Nature's Touch|57268|126594
30426|Spell: Ice Spear of Solist|57184|126407
30456|Spell: Divine Strength|57025|126056
30410|Spell: Gift of Brilliance|57016|126035
1197|Maple Leaf Mask|57000|3150000
3006|Chainmail Cape|57000|63000
3018|Small Chainmail Cape|57000|63000
3030|Large Chainmail Cape|57000|63000
4365|Lupine Scale Cape|57000|63000
7115|Kerran War Spear|57000|63000
7301|Combine Spear|57000|63000
7325|Ivory Handled Dagger|57000|315000
11610|Crystalline Spear|57000|1260000
21545|Indigo Sabre|57000|63000
30218|Coldain Velium Spear|57000|126000
30447|Spell: Aegolism|56918|125819
30452|Song: Composition of Ervaj|56913|125808
19229|Spell: Word of Redemption|54394|120239
19418|Spell: Mala|54367|120180
7689|Spell: Healing Wave of Prexus|54344|120130
19422|Spell: Lure of Ice|54305|120044
19292|Spell: Avatar|54302|120036
19293|Spell: Torpor|54224|119863
19406|Spell: Dictate|54207|119828
19260|Spell: Form of the Hunter|54196|119802
19500|Spell: Celestial Cleansing|54177|119760
19467|Song: Kazumi's Preservation|54158|119718
19407|Spell: Visions of Grandeur|54113|119620
2483|Spell: Kragg's Mending|54096|119582
19372|Spell: Greater Vocaration: Water|54042|119462
19496|Spell: Gangrenous Touch of Zumuul|54037|119452
19291|Spell: Malo|53929|119212
19261|Spell: Mask of the Hunter|53861|119061
19345|Spell: Sunstrike|53793|118912
7730|Spell: Spiritual Strength|53787|118897
19425|Spell: Trucidation|53783|118889
19262|Spell: Banishment|53676|118654
19263|Spell: Entrapping Roots|53663|118624
19313|Spell: Enslave Death|53472|118202
19415|Spell: Disintegrate|53472|118202
15863|Spell: Aegis of Ro|53434|118118
19343|Spell: Winds of Gelid|53240|117690
19230|Spell: Divine Intervention|53229|117665
3005|Chainmail Mantle|53200|58800
3017|Small Chainmail Mantle|53200|58800
3029|Large Chainmail Mantle|53200|58800
4364|Lupine Scale Mantle|53200|58800
19466|Song: Angstlich's Assonance|53158|117507
19405|Spell: Wind of Tashanian|53077|117329
19228|Spell: Banishment of Shadows|53052|117274
19501|Spell: Valiant Companion|53049|117268
25555|Glowing Red Stone|52777|116665
1620|Runebranded Girdle|52250|2887500
2739|Sarnak Hide Girdle|52250|2887500
11601|Runed Bolster Belt|52250|2887500
11666|Bone-Clasped Girdle|52250|1155000
11974|Tree Weave|51525|683386
1619|Siblisian Berserker Cloak|51300|2835000
11621|Cloak of Flames|51300|2835000
22819|Cloak of Crystalline Waters|51300|2835000
26025|Cowl of Mortality|51300|2835000
19310|Spell: Touch of Night|50801|112297
19312|Spell: Devouring Darkness|50794|112282
19371|Spell: Greater Vocaration: Air|50768|112224
19465|Song: Solon's Charismatic Concord|50768|112226
19287|Spell: Unfailing Reverence|50754|112194
19464|Song: Denon's Bereavement|50452|111526
19370|Spell: Manastorm|50396|111402
10458|Block of Skyiron|50359|55660
10480|Block of High Quality Ore|50359|83490
10484|Block of Mithril|50359|55660
10486|Block of Adamantite|50359|55660
10488|Block of Brellium|50359|83490
3259|Mask of Wurms|50350|1168650
19226|Spell: Celestial Elixir|50316|111226
19369|Spell: Seeking Flame of Seukor|50307|111205
7729|Spell: Spiritual Purity|50211|110993
19403|Spell: Rapture|50211|110993
19258|Spell: Spirit of Oak|50170|110903
19311|Spell: Emissary of Thule|50166|110894
19290|Spell: Voice of the Berserker|50100|110747
19342|Spell: Vengeance of AlKabor|50095|110737
19225|Spell: The Unspoken Word|50029|110592
19340|Spell: Jylls Wave of Heat|49966|110451
19259|Spell: Legacy of Thorn|49847|110189
19289|Spell: Talisman of the Raptor|49704|109872
19344|Spell: Flaming Sword of Xuzl|49704|109874
19402|Spell: Asphyxiate|49703|109869
7728|Spell: Sha's Ferocity|49663|109781
19257|Spell: Wildfire|49641|109733
19341|Spell: Invert Gravity|49641|109733
19288|Spell: Pox of Bertoxxulous|49638|109727
2738|Mask of Obtenebration|49400|4695600
25567|Frost Covered Tome|49400|109200
1070|Speckled Granite Pebble|47500|262500
2400|Cloak of the Ice Bear|47500|262500
4620|Hammerhead Helm|47500|1050000
5050|Well-Balanced Long Sword|47500|220500
5051|Well-Balanced Scimitar|47500|220500
5303|Combine Long Sword|47500|52500
6326|Ivory Spiked Club|47500|262500
6401|Enameled Black Mace|47500|525000
6687|Iksar Berserker Club|47500|10500000
7020|Well-Balanced Rapier|47500|220500
7211|Howling Harpoon|47500|787500
7214|Locustlure|47500|5250000
7223|Slime Coated Harpoon|47500|787500
7311|Combine Rapier|47500|52500
10854|Bone Amulet of Blade Turning|47500|5250000
11629|Hierophants Crook|47500|2625000
11649|Staff of the Earthcrafter|47500|2625000
14243|Oakmoss|47500|84000
14244|Bladderwrack|47500|84000
14245|Sandalwood|47500|84000
17355|Jade Inlaid Coffin|47500|52500
17406|Driftwood Treasure Chest|47500|52500
22046|Full Plate Boot Mold|47500|52500
22047|Full Plate Helm Mold|47500|52500
25331|Barbed Ringmail|47500|157500
25636|Chipped Fire Opal|47500|52500
25815|Jaundice Gem|47500|52500
25816|Nephrite|47500|52500
25817|Coral Crescent|47500|52500
25818|Flawed Topaz|47500|52500
25819|Chipped Black Marble|47500|52500
25820|Flawed Chrysolite|47500|52500
25821|Flawed Emerald|47500|52500
25822|Flawed Opal|47500|52500
25823|Flawed Flame Opal|47500|52500
25824|Flawed Flame Emerald|47500|52500
25825|Flawed Sea Sapphire|47500|52500
25826|Flawed Lava Ruby|47500|52500
25827|Chipped Onyx Sapphire|47500|52500
25828|Imperfect Diamond|47500|52500
29162|Polished Lizard Scale|47500|52500
30114|RyGorr Battle Mail|47500|525000
30210|Coldain Velium Long Sword|47500|105000
30219|Coldain Velium Rapier|47500|105000
30239|Drakkel Icereaver|47500|525000
30240|Drakkel Icegrinder|47500|525000
30241|Runebranded Stone Buckler|47500|525000
30242|Ice Weave|47500|525000
30257|Gauntlets of Power|47500|525000
30259|Boots of Scale|47500|525000
30260|Wurm Tendon Whip|47500|525000
30261|Crystalline Claw Dagger|47500|525000
19254|Spell: Shield of Blades|47311|104584
19223|Spell: Antidote|47286|104527
19337|Spell: Lure of Lightning|47281|104517
19397|Spell: Wondrous Rapidity|47193|104321
19338|Spell: Fetter|47185|104304
19222|Spell: Enforced Reverence|47108|104134
7688|Spell: Breath of Tunare|47101|104118
19367|Spell: Greater Vocaration: Fire|47066|104042
19462|Song: Jonthan's Inspiration|46980|103851
19339|Spell: Tears of Prexus|46862|103590
19255|Spell: Fist of Karana|46822|103502
19400|Spell: Bedlam|46806|103467
19284|Spell: Talisman of the Rhino|46785|103420
7698|Spell: Mark of the Predator|46757|103357
19308|Spell: Pyrocruor|46739|103317
19463|Song: Niv's Harmonic|46675|103177
19414|Spell: Manasink|46355|102469
19481|Spell: Dementing Visions|46354|102467
19348|Spell: Velocity|46317|102385
19286|Spell: Talisman of the Serpent|46313|102377
19256|Spell: Regrowth of the Grove|46295|102337
19309|Spell: Quivering Veil of Xarn|46294|102335
19435|Spell: Naltron's Mark|46265|102272
19473|Spell: Cannibalize IV|46148|102011
19285|Spell: Tigirs Insects|46041|101776
19283|Spell: Mortal Deftness|46016|101719
1622|Hierophant's Cloak|45600|2520000
6616|Springwood Club|45600|1008000
6617|Dwarven Sap|45600|10080000
6624|Blackjack|45600|1008000
6691|Mudman Enforcer|45600|1008000
11537|Giant Grub Digger|44175|488250
19366|Spell: Greater Vocaration: Earth|44011|97288
19335|Spell: Pillar of Flame|43951|97156
19221|Spell: Word of Restoration|43933|97116
19395|Spell: Forlorn Deeds|43797|96816
19251|Spell: Natureskin|43746|96702
19419|Spell: Bonds of Tunare|43726|96658
22839|Sentient Gauntlets|43700|724500
28504|Crustacean Shell Gauntlets|43700|1207500
19411|Spell: Eye of Tallon|43644|96478
19396|Spell: Enlightenment|43639|96465
19306|Spell: Vexing Mordinia|43630|96446
11540|Leg-Chopper|43605|722925
19394|Spell: Tashanian|43508|96175
19365|Spell: Shock of Steel|43506|96171
19282|Spell: Malosini|43432|96007
19460|Song: McVaxius Rousing Rondo|43400|95938
19279|Spell: Maniacal Strength|43368|95867
19461|Song: Cassindra's Insipid Ditty|43358|95846
19393|Spell: Umbra|43262|95631
25551|Shimmering Terror Hide Cloak|43182|95455
19334|Spell: Draught of Ice|43181|95453
19336|Spell: Evacuate|43162|95411
19227|Spell: Aegis|43130|95342
19219|Spell: Bulwark of Faith|43126|95331
11954|Stone Thunder|42951|474726
19253|Spell: Succor|42931|94901
19307|Spell: Conjure Corpse|42920|94875
19280|Spell: Talisman of the Cat|42918|94871
19281|Spell: Talisman of the Brute|42845|94710
29400|Circlet of Shadows|42807|473130
6205|Poison Wind Censer|42750|567000
6325|Ivory Inlaid Staff|42750|236250
8094|Blackguard's Dudgeon|42750|47250
9310|Crested Mistmoore Shield|42750|472500
10219|Rokyls Channelling Crystal|42750|472500
14713|Mantle of Mirth|42750|472500
22051|Full Plate Vambrace Mold|42750|47250
25002|Sergeant's Claymore|42750|47250
25308|Velium Short Blade|42750|47250
25549|Black Ice Leggings|42750|94500
25558|Crystalline Silk Mask|42750|94500
25573|Black Ice Wrist Guard|42750|141750
25606|Stalagterror Spine Spear|42750|378000
14746|Cone of the Mystics|41800|2310000
30405|Spell: Wrath of the Elements|40857|90316
2468|Executioners Hood|40850|451500
6303|Combine Warhammer|40850|45150
11608|Staff of Forbidden Rites|40850|2031750000
11611|Warhammer of Divine Grace|40850|903000
11625|Orb of Tishan|40850|2257500
11662|Staff of Undead Legions|40850|2257500
11665|Withered Totem of Widdershins|40850|2257500
25079|Hammer of Rage|40850|903000
30214|Coldain Velium Warhammer|40850|90300
19401|Spell: Gift of Pure Thought|40763|90108
30414|Spell: Augmentation of Death|40693|89953
19250|Spell: Breath of Karana|40537|89609
30459|Spell: Shroud of Death|40445|89405
30455|Spell: Wave of Healing|40437|89388
30446|Spell: Stun Command|40412|89331
19391|Spell: Torment of Argli|40408|89323
19217|Spell: Reviviscence|40402|89310
19363|Spell: Summon: Muzzle of Mardu|40393|89289
6312|Combine Great Staff|40375|89250
30216|Coldain Velium Great Staff|40375|133875
19410|Spell: Sedulous Subversion|40351|89197
19304|Spell: Cessation of Cor|40339|89172
30475|Spell: Nature Walker's Behest|40332|89155
19218|Spell: Mark of Karn|40301|89088
30477|Spell: Cinder Jolt|40285|89052
19249|Spell: Bladecoat|40261|88998
30431|Spell: Form of the Great Bear|40248|88970
19353|Spell: Cadeau of Flame|40246|88966
19456|Song: Song of Midnight|40239|88949
19220|Spell: Trepidation|40191|88844
19507|Spell: Chloroblast|40159|88773
19278|Spell: Acumen|40123|88693
19333|Spell: Jylls Zephyr of Ice|40113|88672
30472|Spell: Burnout IV|40091|88624
19413|Spell: Wake of Karana|40086|88611
30463|Spell: Call of Fire|40077|88592
19332|Spell: Retribution of AlKabor|40037|88504
19314|Spell: Demi Lich|39978|88374
19392|Spell: Overwhelming Splendor|39976|88368
7687|Spell: Words of Tranquility|39957|88328
30451|Song: Occlusion of Sound|39940|88290
19416|Spell: Augment|39939|88288
30409|Spell: Gift of Insight|39916|88235
19455|Song: Song of Highsun|39912|88227
3212|Hardened Clay Bracelet|39900|2205000
10871|Truesilver Mail Bracelets|39900|441000
10873|Truesilver Mail Pants|39900|529200
11606|Dragon Bone Bracelet|39900|2205000
19305|Spell: Servant of Bones|39897|88193
19248|Spell: Engorging Roots|39838|88063
19331|Spell: Markars Discord|39824|88032
19277|Spell: Bane of Nife|39783|87941
19364|Spell: Dyzils Deafening Decoy|39773|87920
25604|Messenger of the Queen|38570|426300
4410|Black Chitin Leggings|38000|2184000
4504|Crown of King Tranix|38000|3150000
10031|Fire Opal|38000|42000
13400|Black Tome with Silver Runes|38000|420000
14743|Sathir's Wand|38000|4200000
17204|Medium Coin Purse|38000|42000
22050|Full Plate Belt Mold|38000|42000
22840|Sentient Greaves|38000|630000
28505|Crustacean Shell Greaves|38000|1050000
19490|Spell: Shroud of Undeath|37924|83832
19301|Spell: Skin of the Shadow|37917|83817
19247|Spell: Girdle of Karana|37881|83737
19390|Spell: Memory Flux|37833|83632
7725|Spell: Omakin's Alacrity|37824|83611
19480|Spell: Conglaciation of Bone|37766|83483
19360|Spell: Call of the Hero|37720|83382
19361|Spell: Pouch of Quellious|37719|83380
19214|Spell: Exile Undead|37620|83160
19389|Spell: Zumaiks Animation|37619|83157
19252|Spell: Frost|37611|83141
19330|Spell: Plainsight|37585|83084
19468|Song: Brusco's Bombastic Bellow|37526|82954
7741|Spell: Spirit of the Storm|37465|82817
19388|Spell: Largarns Lamentation|37455|82796
19432|Spell: Divine Favor|37428|82735
19328|Spell: Draught of Jiva|37385|82641
19431|Spell: Bobbing Corpse|37373|82616
19327|Spell: Lure of Flame|37362|82590
19387|Spell: Wind of Tashani|37327|82513
19424|Spell: Infusion|37323|82504
19359|Spell: Sirocco|37297|82446
19302|Spell: Chill Bones|37271|82389
19245|Spell: Exile Summoned|37260|82366
19417|Spell: Rage of Zomm|37251|82345
7724|Spell: Sha's Restoration|37247|82336
19275|Spell: Spirit of the Howler|37071|81948
19216|Spell: Fortitude|37064|81931
19459|Song: Cantata of Replenishment|37008|81807
19246|Spell: Tunares Request|36946|81671
19303|Spell: Levant|36916|81603
2408|Cloak of Shadows|36100|4588500
5313|Combine Scimitar|36100|39900
11604|Scimitar of the Mistwalker|36100|1995000
11645|Blood Fire|36100|1995000
30213|Coldain Velium Scimitar|36100|79800
7636|Spell: Transons Elemental Infusion|35176|77758
19212|Spell: Reckoning|35156|77714
19325|Spell: Voltaic Draught|35129|77653
19273|Spell: Ice Strike|35105|77601
19298|Spell: Deflux|35090|77567
19457|Song: Vilia's Chorus of Celerity|35073|77529
19211|Spell: Symbol of Marzin|35070|77523
19356|Spell: Bandoleer of Luclin|35040|77458
19385|Spell: Glamour of Kintaz|34978|77319
19505|Spell: Divine Glory|34948|77254
19409|Spell: Shadowbond|34942|77242
19270|Spell: Riotous Health|34863|77065
19458|Song: Selo's Assonant Strain|34789|76902
19241|Spell: Blizzard|34755|76828
19300|Spell: Shield of the Magi|34745|76805
19244|Spell: Form of the Howler|34664|76626
19362|Spell: Vocarate: Water|34593|76469
19326|Spell: Pillar of Lightning|34484|76227
19358|Spell: Scars of Sigil|34460|76175
19242|Spell: Scoriae|34400|76043
19299|Spell: Thrall of Bones|34390|76022
19384|Spell: Dementia|34372|75982
24541|Spell: Terror of Death|34329|75885
19272|Spell: Cannibalize III|34266|75747
3011|Iron Legplates|34200|37800
3023|Small Iron Legplates|34200|37800
3035|Large Iron Legplates|34200|37800
4370|Lupine Scale Leggings|34200|37800
10366|Djarn's Amethyst Ring|34200|567000
16528|Elf Leaf|33761|37314
2731|Spectral Shroud|33250|1837500
3203|Sebilite Scale Coat|33250|73500
3263|Goblin Forged Chainmail Coat|33250|367500
4394|Imbued Granite Spauldors|33250|1837500
4515|Cobalt Helm|33250|3675000
5305|Combine Short Sword|33250|36750
5607|Felhammer|33250|477750
5609|Green Jade Halberd|33250|477750
5610|Oggok Cleaver|33250|477750
5611|Throneblade of the Ykesha|33250|477750
5613|Swarmcaller|33250|477750
5615|Zealot's Incarnadine Sword|33250|477750
5617|Runed Blade|33250|477750
