10 Dose Potion of Graveyard Dust	[start]	"10 Dose Potion of Graveyard Dust

MAGIC ITEM
EXPENDABLE  Charges: 10Effect: Graveyard Dust(Any Slot, Casting Time: Instant)
WT: 0.8  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Potion of Lesser Power	[start]	"10 Dose Potion of Lesser Power

EXPENDABLE  Charges: 10Effect: Power(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Potion of Lesser Stability	[start]	"10 Dose Potion of Lesser Stability

EXPENDABLE  Charges: 10Effect: Stability(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Potion of Lesser Vigor	[start]	"10 Dose Potion of Lesser Vigor

EXPENDABLE  Charges: 10Effect: Vigor(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Potion of Power	[start]	"10 Dose Potion of Power

EXPENDABLE  Charges: 10Effect: Power(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Potion of Rejuvenation	[start]	"10 Dose Potion of Rejuvenation

EXPENDABLE  Charges: 10Effect: Rejuvenation(Any Slot, Casting Time: 12.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Potion of Spirit Shield	[start]	"10 Dose Potion of Spirit Shield

EXPENDABLE  Charges: 10Effect: Shifting Shield(Any Slot, Casting Time: 12.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Potion of Stinging Wort	[start]	"10 Dose Potion of Stinging Wort

MAGIC ITEM
EXPENDABLE  Charges: 10Effect: Calimony(Any Slot, Casting Time: Instant)
WT: 0.8  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Potion of the Bone Field	[start]	"10 Dose Potion of the Bone Field

MAGIC ITEM
EXPENDABLE  Charges: 10Effect: Field of Bone Port(Any Slot, Casting Time: 30.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Potion of the Frost	[start]	"10 Dose Potion of the Frost

EXPENDABLE  Charges: 10Effect: Frost Port(Any Slot, Casting Time: 30.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Potion of the Swamp	[start]	"10 Dose Potion of the Swamp

EXPENDABLE  Charges: 10Effect: Swamp Port(Any Slot, Casting Time: 30.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Potion of Unlife Awareness	[start]	"10 Dose Potion of Unlife Awareness

EXPENDABLE  Charges: 10Effect: Invisibility versus Undead(Any Slot, Casting Time: 3.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Potion of Vigor	[start]	"10 Dose Potion of Vigor

EXPENDABLE  Charges: 10Effect: Vigor(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Serpent`s Conviction	[start]	"10 Dose Serpent`s Conviction

EXPENDABLE  Charges: 10Effect: Serpent Sight(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Dose Vial of Tamed Mercury	[start]	"10 Dose Vial of Tamed Mercury

EXPENDABLE  Charges: 10Effect: Flurry(Any Slot, Casting Time: 8.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Doses of Greater Rejuvenation	[start]	"10 Doses of Greater Rejuvenation

EXPENDABLE  Charges: 10Effect: Rejuvenation(Any Slot, Casting Time: 12.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
10 Doses of Lesser Rejuvenation	[start]	"10 Doses of Lesser Rejuvenation

EXPENDABLE  Charges: 10Effect: Rejuvenation(Any Slot, Casting Time: 12.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
100` of Waterproofed Rope	[start]	"100` of Waterproofed Rope

LORE ITEM  NO DROP
WT: 6.5  Size: MEDIUM
Class: ALL
Race: ALL

"	[end]
1st Piece of Staff	[start]	"1st Piece of Staff

WT: 1.0  Size: SMALL
Class: ALL
Race: ALL

"	[end]
2nd Piece of Staff	[start]	"2nd Piece of Staff

WT: 1.0  Size: SMALL
Class: ALL
Race: ALL

"	[end]
2x Brewed 2x Stout Dwarven Ale	[start]	"2x Brewed 2x Stout Dwarven Ale

WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
3rd Piece of Staff	[start]	"3rd Piece of Staff

WT: 1.0  Size: SMALL
Class: ALL
Race: ALL

"	[end]
4th Piece of Staff	[start]	"4th Piece of Staff

MAGIC ITEM  LORE ITEM  NO DROP
WT: 1.0  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Adrenaline Tap	[start]	"5 Dose Adrenaline Tap

EXPENDABLE  Charges: 5Effect: Flurry(Any Slot, Casting Time: 8.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Ant`s Potion	[start]	"5 Dose Ant`s Potion

EXPENDABLE  Charges: 5Effect: Ant Legs(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Blood of the Wolf	[start]	"5 Dose Blood of the Wolf

EXPENDABLE  Charges: 10Effect: Spirit of Wolf(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Ethira`s Poison Antidote	[start]	"5 Dose Ethira`s Poison Antidote

EXPENDABLE  Charges: 5Effect: Counteract Poison(Any Slot, Casting Time: 2.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Greater Null Potion	[start]	"5 Dose Greater Null Potion

EXPENDABLE  Charges: 5Effect: Null Aura(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Greater Potion of Vigor	[start]	"5 Dose Greater Potion of Vigor

EXPENDABLE  Charges: 5Effect: Vigor(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Kilva`s Skin of Flame	[start]	"5 Dose Kilva`s Skin of Flame

EXPENDABLE  Charges: 5Effect: Kilva`s Skin of Flame(Any Slot, Casting Time: 10.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Minor Null Potion	[start]	"5 Dose Minor Null Potion

EXPENDABLE  Charges: 5Effect: Null Aura(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Potion of Aquatic Haunt	[start]	"5 Dose Potion of Aquatic Haunt

EXPENDABLE  Charges: 5Effect: Everlasting Breath(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Potion of Cohesion	[start]	"5 Dose Potion of Cohesion

EXPENDABLE  Charges: 5Effect: Cohesion(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Potion of Cold	[start]	"5 Dose Potion of Cold

EXPENDABLE  Charges: 5Effect: Aura of Cold(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Potion of Lesser Stability	[start]	"5 Dose Potion of Lesser Stability

EXPENDABLE  Charges: 5Effect: Stability(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Potion of Lesser Vigor	[start]	"5 Dose Potion of Lesser Vigor

EXPENDABLE  Charges: 5Effect: Vigor(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Potion of the Bone Field	[start]	"5 Dose Potion of the Bone Field

MAGIC ITEM
EXPENDABLE  Charges: 5Effect: Field of Bone Port(Any Slot, Casting Time: 30.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Potion of the Frost	[start]	"5 Dose Potion of the Frost

EXPENDABLE  Charges: 5
Effect:  Frost Port (Any Slot, Casting Time: 30.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Potion of the Swamp	[start]	"5 Dose Potion of the Swamp

EXPENDABLE  Charges: 5Effect: Swamp Port(Any Slot, Casting Time: 30.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Potion of Unlife Awareness	[start]	"5 Dose Potion of Unlife Awareness

EXPENDABLE  Charges: 5Effect: Invisibility versus Undead(Any Slot, Casting Time: 3.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Potion of Vigor	[start]	"5 Dose Potion of Vigor

EXPENDABLE  Charges: 5Effect: Vigor(Any Slot, Casting Time: 4.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
5 Dose Vial of Tamed Mercury	[start]	"5 Dose Vial of Tamed Mercury

EXPENDABLE  Charges: 5Effect: Flurry(Any Slot, Casting Time: 8.0)
WT: 0.4  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A `Sparkle` Purse	[start]	"A `Sparkle` Purse

LORE ITEM  NO DROP
WT: 0.2  Weight Reduction: 0%
Capacity: 4  Size Capacity: SMALL

"	[end]
A Bar of Ronium	[start]	"A Bar of Ronium

WT: 0.5  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Bardic Letter (Kelethin)	[start]	"A Bardic Letter (Kelethin)

LORE ITEM  NO TRADE  TEMPORARY
WT: 1.0  Size: TINY
Class: None
Race: None

Item Information:
The letter is sealed.

"	[end]
A Black Crown	[start]	"A Black Crown

MAGIC ITEM  LORE ITEM
WT: 0.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Black Knight	[start]	"A Black Knight

MAGIC ITEM  LORE ITEM
WT: 0.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Black Squire	[start]	"A Black Squire

MAGIC ITEM  LORE ITEM
WT: 0.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Black Throne	[start]	"A Black Throne

MAGIC ITEM  LORE ITEM
WT: 0.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Blue Crown	[start]	"A Blue Crown

MAGIC ITEM  LORE ITEM
WT: 0.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Blue Knight	[start]	"A Blue Knight

MAGIC ITEM  LORE ITEM
WT: 0.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Blue Squire	[start]	"A Blue Squire

MAGIC ITEM  LORE ITEM
WT: 0.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Blue Throne	[start]	"A Blue Throne

MAGIC ITEM  LORE ITEM
WT: 0.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Bone Key	[start]	"A Bone Key

LORE ITEM  NO DROP
WT: 0.1  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Bone Necklace	[start]	"A Bone Necklace

LORE ITEM  NO DROP
Slot: NECK
AC: 2
WT: 1.0  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Bowyers Guide	[start]	"A Bowyers Guide

WT: 0.1  Size: TINY

"	[end]
A Box of Bones	[start]	"A Box of Bones

LORE ITEM  NO DROP  QUEST ITEM
WT: 1.0  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Broken Vine	[start]	"A Broken Vine

WT: 0.5  Size: TINY
Class: NONE
Race: NONE

"	[end]
A Bronze Key	[start]	"A Bronze Key

LORE ITEM
WT: 0.1  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Broom	[start]	"A Broom

MAGIC ITEM  LORE ITEM
Slot: PRIMARY SECONDARY
WT: 1.0  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Burnt Sash	[start]	"A Burnt Sash

LORE ITEM  NO DROP
WT: 0.5  Size: TINY
Class: NONE
Race: NONE

"	[end]
A Canine	[start]	"A Canine

NODROP
WT: 0.2  Size: TINY
Class: ALL
Race: ALL

"	[end]
A captured message	[start]	"A captured message

LORE ITEM
WT: 0.2  Size: SMALL

"	[end]
A Chant Rock	[start]	"A Chant Rock

LORE ITEM
WT: 0.1  Size: TINY
Class: ALL
Race: ALL

"	[end]
A chipped fang	[start]	"A chipped fang

LORE ITEM  NO DROP
WT: 2.0  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Copper Key	[start]	"A Copper Key

LORE ITEM
WT: 0.1  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Cracked Femur	[start]	"A Cracked Femur

MAGIC ITEM  LORE ITEM  NO DROP
Slot: PRIMARY SECONDARY
Skill: Piercing  Atk Delay: 25
DMG: 3
SV DISEASE: +2
WT: 0.5  Size: SMALL
Class: ALL except CLR PAL DRU MNK SHM
Race: ALL

"	[end]
A Cracked Stein	[start]	"A Cracked Stein

LORE ITEM  NO DROP  QUEST ITEM
WT: 1.0  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Crude Stein	[start]	"A Crude Stein

MAGIC ITEM  LORE ITEM
Slot: SECONDARY
Charges: 1
STA: +10  CHA: +15Effect: Minor Healing(Any Slot, Casting Time: Instant)
WT: 1.0  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Dark Cauldron	[start]	"A Dark Cauldron

NO DROP
WT: 2.5  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Dark Reaver	[start]	"A Dark Reaver

MAGIC ITEM  LORE ITEM
Slot: PRIMARY
Skill: 2H Slashing  Atk Delay: 42
DMG: 20Effect: Steal Strength(Combat, Casting Time: Instant) at Level 30
WT: 9.5  Size: LARGE
Class: SHD
Race: ALL

"	[end]
A Doll	[start]	"A Doll

WT: 1.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Dusty Ribcage	[start]	"A Dusty Ribcage

LORE ITEM  NO DROP
WT: 0.1  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Dusty Sealed Canopic	[start]	"A Dusty Sealed Canopic

LORE ITEM  NO DROP
WT: 0.8  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Faded Salil`s Writ Page	[start]	"A Faded Salil`s Writ Page

WT: 0.1  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Farsight Crystal	[start]	"A Farsight Crystal

LORE ITEM
WT: 1.0  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Froglok Hex Doll	[start]	"A Froglok Hex Doll

LORE ITEM  NO DROP
Slot: SECONDARY
CHA: +3
WT: 0.5  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A fungus eye	[start]	"A fungus eye

LORE ITEM  NO DROP
Slot: PRIMARY SECONDARY
WT: 0.2  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Ghoul`s Heart	[start]	"A Ghoul`s Heart

LORE ITEM NODROP
Slot: NECK
CHA: -10
WT: 0.1 Size: TINY
Class: ALL
Race: ALL

"	[end]
A Giant Blood Sac	[start]	"A Giant Blood Sac

NO DROP  QUEST ITEM
WT: 1.0  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Giant`s Broom	[start]	"A Giant`s Broom

LORE ITEM  NO DROP
Slot: PRIMARY
Skill: 2H Blunt  Atk Delay: 40
DMG: 15
WT: 0.0  Size: TINY
Class: ALL
Race: BAR ELF TRL OGR IKS

"	[end]
A Gigantic Kromzek Pick	[start]	"A Gigantic Kromzek Pick

MAGIC ITEM  LORE ITEM
Slot: PRIMARY
Skill: 2H Slashing  Atk Delay: 41
DMG: 21
WT: 10.0  Size: LARGE
Class: WAR PAL RNG SHD
Race: ALL

"	[end]
A Glimmering Fairie Wing	[start]	"A Glimmering Fairie Wing

LORE ITEM  NO DROP
WT: 0.2  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Glowing Skull	[start]	"A Glowing Skull

LORE ITEM  NO DROP  TEMPORARY
WT: 0.0  Size: TINY
Class: NONE
Race: NONE

"	[end]
A Gossamer Wing	[start]	"A Gossamer Wing

LORE ITEM
WT: 0.1  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Gypsy Medallion	[start]	"A Gypsy Medallion

MAGIC ITEM
Slot: NECK
AC: 2
CHA: +9
SV DISEASE: +10
WT: 0.1  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Hollowed Pixie`s Rib	[start]	"A Hollowed Pixie`s Rib

MAGIC ITEM  LORE ITEM  NO DROP
Slot: EAR
AC: 1
WIS: +4 HP: +20 MANA: +20
WT: 0.1  Size: TINY
Class: CLR DRU SHM
Race: ALL

"	[end]
A Jar of Liquid	[start]	"A Jar of Liquid

LORE ITEM  NO DROP
WT: 0.5  Size: SMALL

"	[end]
A Koada`Dal Blood Doll	[start]	"A Koada`Dal Blood Doll

LORE ITEM  NO DROP
Slot: SECONDARY
CHA: +3
WT: 0.5  Size: SMALL
Class: ALL
Race: ALL

"	[end]
A Locked Chest	[start]	"A Locked Chest

LORE ITEM  NO DROP
WT: 0.0  Size: TINY
Class: NONE
Race: NONE

"	[end]
A Locket	[start]	"A Locket

LORE ITEM  NO DROP
WT: 0.1  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Mandible	[start]	"A Mandible

LORE ITEM  NO TRADE
WT: 1.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Metal Pipe	[start]	"A Metal Pipe

LORE ITEM  NO DROP
WT: 4.0  Size: LARGE
Class: ALL
Race: ALL

"	[end]
A Mischievous Dazzler Doll	[start]	"A Mischievous Dazzler Doll

LORE ITEM
Slot: PRIMARY SECONDARY
Charges: 5
CHA: +2
Effect:  Hug (Any Slot, Casting Time: 1.0)
WT: 0.1  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Mithril Two-Handed Sword	[start]	"A Mithril Two-Handed Sword

MAGIC ITEM  LORE ITEM
Slot: PRIMARY
Skill: 2H Slashing  Atk Delay: 40
DMG: 21
Haste: +31%
WT: 8.5  Size: LARGE
Class: WAR PAL SHD
Race: ALL

"	[end]
A Nicked Coin	[start]	"A Nicked Coin

LORE ITEM
WT: 0.1  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Noble`s Crest	[start]	"A Noble`s Crest

NO DROP
Slot: NECK
WT: 0.1  Size: TINY
Class: ALL
Race: ALL

"	[end]
A note	[start]	"A note

The Note is rolled up.
NO TRADE
WT: 0.1  Size: TINY

"	[end]
A Page of A Poem	[start]	"A Page of A Poem

LORE ITEM  NO DROP
WT: 0.1  Size: TINY

"	[end]
A Page of A Tome	[start]	"A Page of A Tome

LORE ITEM
WT: 0.1  Size: TINY

"	[end]
A Pendant	[start]	"A Pendant

LORE ITEM NO TRADE
Slot: NECK
CHA: +1
WT: 0.0 Size: TINY
Class: PAL
Race: HUM ERU HIE DWF

"	[end]
A Rabbit Foot	[start]	"A Rabbit Foot

MAGIC ITEM  LORE ITEM  NO DROP
Slot: NECK
AC: 5
SV FIRE: +5  SV DISEASE: +5  SV COLD: +5  SV MAGIC: +5  SV POISON: +5
WT: 0.1  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Rare Leaf	[start]	"A Rare Leaf

WT: 0.1  Size: TINY
Class: NONE
Race: NONE

"	[end]
A Red Crown	[start]	"A Red Crown

MAGIC ITEM  LORE ITEM
WT: 0.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Red Knight	[start]	"A Red Knight

MAGIC ITEM  LORE ITEMWT: 0.0  Size: TINYClass: ALLRace: ALL

"	[end]
A Red Squire	[start]	"A Red Squire

MAGIC ITEM  LORE ITEM
WT: 0.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Red Throne	[start]	"A Red Throne

MAGIC ITEM  LORE ITEM
WT: 0.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Rolled Up Note	[start]	"A Rolled Up Note

LORE ITEM  NO DROP
WT: 0.1  Size: TINY
Class: None
Race: None

"	[end]
A Root	[start]	"A Root

WT: 0.1  Size: TINY
Class: NONE
Race: NONE

"	[end]
A Ruby	[start]	"A Ruby

LORE ITEM
WT: 0.1  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Sapphire	[start]	"A Sapphire

LORE ITEM
WT: 0.1  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Sarnak War Braid	[start]	"A Sarnak War Braid

NO DROP  QUEST ITEM
Slot: HEAD PRIMARY SECONDARY
Skill: 1H Slashing  Atk Delay: 27
DMG: 5   AC: 2
WT: 2.5  Size: MEDIUM
Class: WAR PAL RNG SHD BRD ROG
Race: ALL

"	[end]
A Scarlet Stone	[start]	"A Scarlet Stone

LORE ITEM
WT: 0.1  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Scorpion Telson	[start]	"A Scorpion Telson

LORE ITEM  NO DROP
Slot: PRIMARY SECONDARY
EXPENDABLE  Charges: 1
Skill: Piercing  Atk Delay: 24
DMG: 3Effect: Poison Bolt(Any Slot, Casting Time: Instant)
WT: 2.5  Size: SMALL
Class: ALL except CLR PAL DRU MNK SHM
Race: ALL

"	[end]
A Scroll	[start]	"A Scroll

The Note is rolled up.
LORE ITEM  NO TRADE TEMPORARY
WT: 0.1  Size: TINY

"	[end]
A Sealed Letter	[start]	"A Sealed Letter

MAGIC ITEM  LORE ITEM  NO DROP
WT: 0.0  Size: TINY
Class: ALL
Race: ALL

"	[end]
A Sealed Letter (Thex Dagger Quest)	[start]	"A Sealed Letter (Thex Dagger Quest)

The Note is rolled up.
LORE ITEM  NO DROP
WT: 0.0  Size: TINY

"	[end]
A Sealed List	[start]	"A Sealed List

LORE ITEM  NO DROP  QUEST ITEM
WT: 0.0  Size: TINY

"	[end]
A shadowed knife	[start]	"A shadowed knife

MAGIC ITEM  LORE ITEM  NO DROP
Slot: PRIMARY
Skill: Piercing  Atk Delay: 20
DMG: 3
INT: +2
SV COLD: +2
WT: 2.5  Size: SMALL
Class: SHD NEC
Race: HUM ERU DEF TRL OGR GNM IKS

"	[end]
A Shimmering Orb	[start]	"A Shimmering Orb

MAGIC ITEM  LORE ITEM
Slot: SECONDARY
AC: 15
HP: +20
WT: 0.2  Size: TINY
Class: BRD NEC WIZ MAG ENC
Race: ALL

"	[end]
